hello;olá
Well then get to it.;Bem, então vá em frente.
Now I just want a decent drink. Mind you, too much Khali brew and I'll fall asleep.;Agora só quero uma bebida decente. Veja bem, muita bebida Khali e eu vou adormecer.
Can you help me with that incantation?;Você pode me ajudar com esse encantamento?
I need the sled to get to a certain location in the mountains.;Preciso do trenó para chegar a um determinado local nas montanhas.
Hazelmere?;Hazelmere?
2.2.3.3 Refuel Furnace;2.2.3.3 Forno de reabastecimento
No, now get lost!;Não, agora se perca!
If I consider you to have done a more than adequate job of this, then I will begin to consider possibly moving your name forwards to becoming a full-fledged member of the Order of the White Knights.;Se eu considerar que você fez um trabalho mais do que adequado, então começarei a considerar a possibilidade de mover seu nome para se tornar um membro de pleno direito da Ordem dos Cavaleiros Brancos.
With Zamorak at my side, nothing would stand between me and Camelot!;Com Zamorak ao meu lado, nada ficaria entre mim e Camelot!
I don't understand... the touch paper hasn't changed colour at all...;Não entendo... o papel touch não mudou de cor...
You did what?;Você fez o que?
'I knew I had to help them, to fix my mistakes. I should have known that I'd only make it worse...';'Eu sabia que tinha que ajudá-los, para consertar meus erros. Eu deveria saber que só iria piorar as coisas...'
99000! Are you mad?;99000! Você está bravo?
Ah, I know the ceremony very well. Maybe I can help. I do have a cape, but why would I want to give it to some random person off the streets?;Ah, eu conheço muito bem a cerimônia. Talvez eu possa ajudar. Eu tenho uma capa, mas por que eu iria querer dá-la para alguma pessoa aleatória nas ruas?
You are back already? How is the epidemic going?;Você já voltou? Como vai a epidemia?
We should look for him.;Deveríamos procurá-lo.
Yes, I'm quite the actress! Good luck dear cousin!;Sim, sou uma atriz e tanto! Boa sorte querido primo!
If the player has given Nung 5 hides;Se o jogador deu 5 peles a Nung
He wants to discuss the future direction of the gang.;Ele quer discutir a direção futura da gangue.
I thought you were here to help?;Achei que você estava aqui para ajudar?
Very well. Meet me there, [player name]. Let's see if we can find out what's going on.;Muito bem. Encontre-me lá, [nome do jogador]. Vamos ver se conseguimos descobrir o que está acontecendo.
You show the sketch...;Você mostra o esboço...
I'm here for a drink of course. This is a pub, you know. Lovely place to sit back and relax. You should try it some time.;Estou aqui para tomar uma bebida, é claro. Isto é um pub, você sabe. Lindo lugar para sentar e relaxar. Você deveria tentar algum dia.
2.1 Talking to the barge foreman;2.1 Conversando com o capataz da barcaça
King Narnode has sent me to find Glough.;O Rei Narnode me enviou para encontrar Glough.
But surely it's an option we should consider?;Mas certamente é uma opção que devemos considerar?
Quest transcriptHazeel CultIncomplete transcripts;Transcrição da missãoHazeel CultTranscrições incompletas
I have no need for your money.;Não preciso do seu dinheiro.
I'm afraid I haven't managed to find a priest for our marriage yet.;Receio que ainda não consegui encontrar um padre para o nosso casamento.
You'll find more information on account security on the Customer Support webpage. You can use the useful links section of the Account Management menu to get there.;Você encontrará mais informações sobre segurança da conta na página de Suporte ao Cliente. Você pode usar a seção de links úteis do menu Gerenciamento de contas para chegar lá.
Hello there crocodile. I think I'll call you Roger. You're looking very hungry, Roger.;Olá crocodilo. Acho que vou te chamar de Roger. Você parece estar com muita fome, Roger.
You search the broken down lectern.;Você vasculha o púlpito quebrado.
Good name, but not really his style I'm afraid.;Bom nome, mas infelizmente não é o estilo dele.
If the player has read the IOU;Se o jogador leu o IOU
Grish, you's is fright da creatures! Leave it alone!;Grish, você está assustando as criaturas! Deixe isso em paz!
I need [1-19] more before I can pay you.;Preciso de mais [1-19] antes de poder pagar a você.
Try the beckon emote while wearing an item of builders' clothing!;Experimente o emote acenar enquanto veste uma peça de roupa de construtor!
Are you Death? You remind me a lot of a gnome I knew when I was alive.;Você é a Morte? Você me lembra muito um gnomo que conheci quando estava vivo.
Veos;Veos
Nulodion's notes;Notas de Nulodion
Yes, I hear them all the time. I don't pay any attention to them though.;Sim, eu os ouço o tempo todo. Eu não presto atenção a eles, no entanto.
Quest transcriptThe Corsair CurseIncomplete transcripts;Transcrição da missãoThe Corsair CurseTranscrições incompletas
The boots ;As botas
Rejoice with me, for your miserable lives are finally at an end!;Alegrem-se comigo, pois suas vidas miseráveis ​​finalmente chegaram ao fim!
3 Joining the Carnillean side;3 Juntando-se ao lado Carnillean
Hello friend. I'm just here to rescue the Prince, if thats okay?;Olá amigo. Estou aqui apenas para resgatar o Príncipe, se estiver tudo bem?
There you are! I was worried you'd miss all the fun.;Aí está você! Eu estava preocupado que você perdesse toda a diversão.
I'll be back.;Eu voltarei.
Hello traveller, what brings you to my humble smithy?;Olá viajante, o que o traz à minha humilde ferraria?
1.4 Talking to Trufitus again;1.4 Conversando com Trufitus novamente
Talk to tha' hand coz thish face ain't lishtnin'!;Fale com essa mão porque essa cara não está gostando!
Hello, Lady Servil.;Olá, Senhora Servil.
14.4 Returning to Razmire;14.4 Voltando para Razmire
The iron sheet is not changed in any way.;A chapa de ferro não é alterada de forma alguma.
Peach? But, aren't you...male?;Pêssego? Mas você não é... homem?
No, now hang on, this seems to me like one of the strangest quests I have ever been involved with. I do not believe that a businessman like you would not know of a competitor, particularly a competitor as talented as;Não, espere aí, esta me parece uma das missões mais estranhas em que já estive envolvido. Não acredito que um empresário como você não conheça um concorrente, especialmente um concorrente tão talentoso quanto
So I went to the Library Historical Archive. I found out that King Shayzien VII ordered the construction of a prison there around the time the expedition was taking place.;Então fui ao Arquivo Histórico da Biblioteca. Descobri que o rei Shayzien VII ordenou a construção de uma prisão ali na época em que a expedição estava acontecendo.
Nothing... Just carving these horribly broken pieces of driftwood.;Nada... Apenas esculpindo esses pedaços de madeira horrivelmente quebrados.
That should be the case in the long run. I suspect it will take a long time though. The Doors were damaged for a while and the Wintertodt will have gained a lot of power.;Esse deveria ser o caso no longo prazo. Eu suspeito que isso levará muito tempo. As Portas ficaram danificadas por um tempo e o Wintertodt terá ganhado muita potência.
Trousers (Ripped);Calças (rasgadas)
Swan song?;Canção do cisne?
7.8 Talking to the Guildmaster after slaying Elvarg;7.8 Conversando com o Guildmaster depois de matar Elvarg
Do you want me to make some planks for you? Or would you be interested in some other housing supplies?;Quer que eu faça algumas tábuas para você? Ou você estaria interessado em algum outro material de habitação?
...and Rhysdog3 is the greatest pirate who ever lived?;...e Rhysdog3 é o maior pirata que já existiu?
They'll give it to ye if ye aren't wearin' somethin' too thick fer them to bite through.;Eles vão te dar se você não estiver usando algo grosso demais para eles morderem.
And Sliske didn't want that?;E Sliske não queria isso?
So you want me to infiltrate the mourners? How am I supposed to achieve that?;Então você quer que eu me infiltre nos enlutados? Como devo conseguir isso?
The [company name] recognizes your performance.;A [nome da empresa] reconhece o seu desempenho.
When their group split off from Rellekka, they stole one of the ancient relics of the Fremennik. Our ancient rock.;Quando seu grupo se separou de Rellekka, eles roubaram uma das antigas relíquias dos Fremennik. Nossa rocha antiga.
6.1 Talking afterwards;6.1 Conversando depois
9.2 Talking to Istoria;9.2 Conversando com Istoria
Um... no.;Hum... não.
6.1 Talking to Duke Horacio;6.1 Conversando com o Duque Horácio
You welcome the fresh air.;Você dá as boas-vindas ao ar fresco.
The apothecary hands you another potion of sealegs.;O boticário lhe entrega outra poção de pernas marinhas.
The cage is complete!;A gaiola está completa!
I think I know where Councillor Hughes has gone.;Acho que sei para onde foi o conselheiro Hughes.
Where did you find this mermaid?;Onde você encontrou essa sereia?
No, not really, but it pays to be methodical in something like this.;Não, na verdade não, mas vale a pena ser metódico em algo assim.
Right you are, old pockets! Keep thinking! These are excellent ideas you're having!;Vocês estão certos, bolsos velhos! Continue pensando! São excelentes ideias as que você está tendo!
I'm not finished yet.;Ainda não terminei.
Ah, there you are. Our master foresaw your arrival.;Ah, aí está você. Nosso mestre previu sua chegada.
The player stabs Abigale.;O jogador esfaqueia Abigale.
You're in serious trouble now!;Você está com sérios problemas agora!
So What do you say?;Então, o que você diria?
And so great was His sorrow, and so great was His life- giving power, that the rocks themselves began to weep with Him.;E tão grande foi Sua tristeza, e tão grande foi Seu poder vivificante, que as próprias rochas começaram a chorar com Ele.
